Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,-logq,logfc
2.42_493.2455m/z,493.2454709,2.4248,0.2454708999999866,True,True,0.2651577614976792,0.2116343313900569,False,True, 0um_Ce 250um_Ce Media cv,0.02018025477076,480.6397169666668,2.681819655246022,8.441575456853373,,-5.630911801544932
2.35_237.1243m/z,237.1242861,2.346683333,0.1242861000000061,False,True,,,True,True, relfil,,,,,,
0.75_258.1110m/z,258.110966,0.752783333,0.110966000000019,False,True,,,True,True, relfil,,,,,,
4.62_857.2425m/z,857.2424985,4.623133333,0.2424985000000106,True,True,0.0738525477400425,0.0636131522952083,True,False, 0um_Ce 250um_Ce insource,100.0,430.63573205555554,2.6341100626233795,0.7928816036830426,,6.643856189774724
3.50_564.1178m/z,564.1178101,3.499416667,0.1178101000000424,True,True,0.0814023220489763,0.0381334210718791,True,False, 0um_Ce 250um_Ce insource,100.0,430.13686668888886,2.633606667184145,0.640940562963408,,6.643856189774724
0.73_193.9341n,216.923365,0.73135,0.9233649999999898,True,True,0.0304572396478744,0.0256420109091842,True,False, 0um_Ce 250um_Ce Media insource,2.0069814519493585,425.9655355111111,2.629374462147689,6.971600350414773,,1.005027283713819
1.81_146.5875n,294.1809451,1.8132,0.180945099999974,True,True,0.715029070746052,0.0706869539305602,True,True, Media,0.01,473.5235222,2.6753415573792707,6.665696580261779,5.448682906242067,-6.643856189774724
0.92_446.1123m/z,446.1123064,0.923466667,0.1123064000000226,True,True,0.0775655010852215,0.0863340488587529,True,True, 0um_Ce 250um_Ce Media,1.1788484478569277,401.8554340888889,2.604069845449412,1.378493940248543,1.2315181328365865,0.23737825811496716
2.94_151.0760m/z,151.0760174,2.944283333,0.076017400000012,True,True,0.0304059188758131,0.0307899226840479,True,False, 0um_Ce 250um_Ce insource,100.0,419.5162107444445,2.622748747288284,1.244111536123778,,6.643856189774724
5.11_401.0873m/z,401.0873185,5.11375,0.0873184999999807,True,True,0.0873906675250064,0.0611113673338326,True,False, 0um_Ce 250um_Ce insource,100.0,417.33340157777775,2.62048314517276,0.984053911215652,,6.643856189774724
2.45_545.2763m/z,545.2762656,2.446216667,0.2762655999999879,True,True,0.146130148484728,0.1109842607024735,True,False, 0um_Ce 250um_Ce Media insource,0.1431387026381484,460.2483651111111,2.6629922544829854,6.078217747778934,,-2.8045142861714365
2.65_775.8250m/z,775.8250049,2.6526,0.8250048999999535,True,True,0.0795322089546431,0.0630840064391633,True,True, 0um_Ce,100.0,395.4195602444444,2.5970581487816857,0.6713914507163806,0.618411806222884,6.643856189774724
