,,,0p8_B,0p8_B,0p8_B,0p8_K,0p8_K,0p8_K,0p8_M,0p8_M,0p8_M,0p8_MK,0p8_MK,0p8_MK,2p5_B,2p5_B,2p5_B,2p5_K,2p5_K,2p5_K,2p5_M,2p5_M,2p5_M,2p5_MK,2p5_MK,2p5_MK,8p0_B,8p0_B,8p0_B,8p0_K,8p0_K,8p0_K,8p0_M,8p0_M,8p0_M,8p0_MK,8p0_MK,8p0_MK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,m/z,Retention time (min),0p8_B1,0p8_B2,0p8_B3,0p8_K1,0p8_K2,0p8_K3,0p8_M1,0p8_M2,0p8_M3,0p8_MK1,0p8_MK2,0p8_MK3,2p5_B1,2p5_B2,2p5_B3,2p5_K1,2p5_K2,2p5_K3,2p5_M1,2p5_M2,2p5_M3,2p5_MK1,2p5_MK2,2p5_MK3,8p0_B1,8p0_B2,8p0_B3,8p0_K1,8p0_K2,8p0_K3,8p0_M1,8p0_M2,8p0_M3,8p0_MK1,8p0_MK2,8p0_MK3
3.67_639.328,639.328,3.67,0.0,0.0,0.0,305933.3333333333,306522.6666666667,308279.6666666667,82133.33333333333,99978.33333333333,117274.33333333333,79984.66666666667,162538.66666666666,115738.66666666667,0.0,0.0,0.0,438232.0,465700.6666666667,384901.3333333333,41748.666666666664,125372.0,63585.666666666664,220364.0,169923.0,141812.0,0.0,0.0,0.0,674888.6666666666,513408.3333333333,976738.6666666666,157907.33333333334,171319.33333333334,185600.33333333334,236292.66666666666,454585.6666666667,358954.6666666667
3.686_601.78784,601.78784,3.686,0.0,0.0,0.0,200426.33333333334,160101.0,154604.66666666666,138579.0,133718.0,153631.66666666666,47473.666666666664,49289.333333333336,29568.666666666668,0.0,0.0,0.0,248332.66666666666,308634.0,317605.0,23725.0,127940.66666666667,31030.666666666668,56564.333333333336,130582.0,42582.666666666664,0.0,0.0,0.0,712168.0,597228.0,1031553.0,252839.66666666666,165093.33333333334,201874.66666666666,249955.33333333334,374563.0,416849.6666666667
3.688_645.34552,645.34552,3.688,0.0,0.0,0.0,106208.0,136334.66666666666,133943.0,0.0,0.0,0.0,149569.33333333334,199179.0,146486.33333333334,0.0,0.0,0.0,56309.333333333336,53862.0,35495.0,0.0,0.0,0.0,24061.0,89624.33333333333,60150.666666666664,0.0,3685.6666666666665,3646.0,41397.666666666664,50919.333333333336,83274.66666666667,0.0,0.0,0.0,130289.33333333333,81378.0,92930.66666666667
3.689_731.33557,731.33557,3.689,0.0,0.0,0.0,654718.3333333334,746442.3333333334,819783.3333333334,0.0,0.0,0.0,276336.6666666667,545433.6666666666,443510.0,0.0,0.0,0.0,1076123.6666666667,1036964.0,951719.3333333334,0.0,0.0,0.0,622323.6666666666,409258.3333333333,492780.0,0.0,0.0,0.0,394636.6666666667,163912.66666666666,301546.0,3023.6666666666665,0.0,0.0,99030.33333333333,115825.66666666667,93826.66666666667
3.694_443.25037,443.25037,3.694,654342.3333333334,506799.6666666667,327673.6666666667,0.0,6711.333333333333,10794.333333333334,97079.0,68835.66666666667,83812.33333333333,9039.0,3398.3333333333335,8141.666666666667,894733.3333333334,813504.6666666666,813580.0,6584.666666666667,18956.666666666668,14808.333333333334,219207.66666666666,184929.0,144930.33333333334,28175.333333333332,16209.0,13852.333333333334,262800.3333333333,436641.0,671385.0,156358.33333333334,148204.66666666666,241447.33333333334,215326.66666666666,265383.3333333333,178954.33333333334,195874.66666666666,313771.0,158443.0
3.694_457.11179,457.11179,3.694,0.0,0.0,0.0,132687.66666666666,148691.33333333334,180006.33333333334,84017.0,286576.3333333333,293744.3333333333,65818.0,210321.0,102364.0,0.0,0.0,0.0,169655.33333333334,124694.33333333333,99616.0,18313.666666666668,24086.0,17422.0,174570.0,165999.0,149760.33333333334,0.0,0.0,0.0,150203.33333333334,89156.66666666667,71005.66666666667,21672.666666666668,0.0,35136.333333333336,113540.66666666667,101190.66666666667,207458.66666666666
3.705_259.16507,259.16507,3.705,1515043.6666666667,1119022.0,786730.3333333334,411569.6666666667,522539.0,542750.3333333334,194064.66666666666,146196.0,128097.66666666667,432668.3333333333,770293.0,656902.0,1708834.6666666667,1848560.0,1966394.6666666667,587636.3333333334,811964.0,692564.3333333334,557821.0,520874.3333333333,368708.3333333333,954482.0,680666.6666666666,894313.3333333334,442241.6666666667,743306.0,1201772.3333333333,467413.3333333333,444612.6666666667,848342.6666666666,520149.3333333333,468136.6666666667,383431.6666666667,616934.0,704029.3333333334,546313.6666666666
3.716_802.43115,802.43115,3.716,130942.0,119083.0,47305.666666666664,0.0,0.0,0.0,14491.666666666666,8044.0,10158.333333333334,0.0,0.0,0.0,233009.66666666666,158318.0,159264.33333333334,0.0,0.0,2777.0,64326.333333333336,49206.333333333336,42823.333333333336,0.0,0.0,0.0,52062.0,93537.33333333333,192717.33333333334,33890.0,38554.0,106852.0,49563.666666666664,59331.333333333336,39885.0,73993.66666666667,121070.33333333333,60041.0
3.721_328.22293,328.22293,3.721,1233429.6666666667,1034460.3333333334,784788.6666666666,6552.0,22214.333333333332,10767.666666666666,3217.6666666666665,407186.3333333333,409359.6666666667,0.0,15476.333333333334,8549.0,1718483.3333333333,1482403.0,1553190.3333333333,0.0,7054.333333333333,2974.6666666666665,318462.0,283405.6666666667,258562.33333333334,0.0,0.0,2277.0,509260.6666666667,713743.6666666666,1261698.6666666667,29053.333333333332,20087.666666666668,62511.333333333336,267935.3333333333,381557.6666666667,331971.6666666667,58613.333333333336,85403.0,26798.666666666668
3.726_230.08095,230.08095,3.726,693928.0,336693.6666666667,361980.0,0.0,0.0,0.0,0.0,2992.0,2976.3333333333335,0.0,0.0,0.0,1033357.3333333334,640673.0,961294.6666666666,0.0,0.0,0.0,3391.3333333333335,0.0,0.0,6866.333333333333,0.0,0.0,287242.3333333333,449987.3333333333,840273.6666666666,0.0,0.0,3025.6666666666665,0.0,0.0,0.0,2864.0,6979.0,0.0
3.727_678.30945,678.30945,3.727,0.0,0.0,0.0,230032.0,245250.0,238537.0,0.0,0.0,3605.6666666666665,64892.333333333336,160338.33333333334,115044.33333333333,0.0,0.0,0.0,313504.3333333333,432000.0,364008.6666666667,14281.0,22786.333333333332,6570.333333333333,143131.0,130356.66666666667,150819.33333333334,0.0,0.0,0.0,161269.66666666666,12667.666666666666,47550.333333333336,9779.333333333334,0.0,6434.333333333333,62540.333333333336,51412.333333333336,23246.333333333332
3.729_343.19772,343.19772,3.729,392232.0,371023.0,212056.66666666666,134380.0,160707.0,169218.33333333334,4666.333333333333,31089.333333333332,20010.0,116990.66666666667,255204.0,240374.33333333334,852889.0,719804.0,680336.0,298928.6666666667,303223.6666666667,299377.0,248150.33333333334,205785.0,138175.33333333334,388348.3333333333,182815.0,339864.6666666667,137769.66666666666,279316.3333333333,539733.3333333334,136442.0,75996.33333333333,129428.66666666667,155991.0,154636.66666666666,108367.0,181206.33333333334,169102.66666666666,90392.33333333333
3.72_439.10077,439.10077,3.72,0.0,0.0,0.0,193717.33333333334,145092.66666666666,213961.66666666666,3235.6666666666665,429618.6666666667,563443.0,91613.66666666667,228946.66666666666,198621.66666666666,0.0,0.0,0.0,199811.33333333334,317221.6666666667,227500.0,327263.3333333333,876249.3333333334,745017.6666666666,157804.0,121137.0,109198.33333333333,0.0,0.0,0.0,67051.33333333333,54411.666666666664,25645.666666666668,256946.66666666666,575652.0,485322.0,23175.333333333332,39087.666666666664,59964.0
3.739_302.1709,302.1709,3.739,5620.333333333333,0.0,3535.0,32760.666666666668,34650.333333333336,54032.0,0.0,3294.0,0.0,23829.0,103730.33333333333,56085.666666666664,0.0,0.0,0.0,156985.66666666666,185782.66666666666,123136.33333333333,0.0,0.0,0.0,222115.0,130739.0,169488.0,0.0,3548.6666666666665,0.0,438503.6666666667,369052.3333333333,520254.6666666667,0.0,0.0,0.0,491102.3333333333,547694.3333333334,364693.3333333333
3.745_626.31427,626.31427,3.745,0.0,0.0,0.0,94004.33333333333,72661.66666666667,92469.0,10930.0,0.0,0.0,38631.666666666664,97978.0,65412.666666666664,0.0,0.0,0.0,193946.66666666666,267541.0,207229.0,0.0,6451.666666666667,7564.0,255191.0,163771.0,263880.3333333333,0.0,0.0,4164.333333333333,404448.0,321149.3333333333,546340.6666666666,0.0,11055.0,3353.6666666666665,487005.3333333333,744100.3333333334,458147.0
3.747_390.18912,390.18912,3.747,491202.3333333333,323703.3333333333,272687.6666666667,417632.0,489792.6666666667,658145.0,100942.0,85400.66666666667,88524.33333333333,617709.3333333334,565419.0,748903.3333333334,642285.0,553807.6666666666,554232.3333333334,133419.0,247912.66666666666,211156.0,224411.33333333334,229197.0,165924.33333333334,457336.0,620090.3333333334,556979.3333333334,159121.66666666666,255504.66666666666,469939.0,262488.0,232673.66666666666,397772.3333333333,205009.0,211517.0,159030.66666666666,297041.3333333333,422693.6666666667,297093.3333333333
3.74_320.16025,320.16025,3.74,817065.6666666666,511406.0,338367.3333333333,4239.0,3770.3333333333335,9892.0,0.0,316255.6666666667,288732.6666666667,0.0,0.0,6361.0,1457208.0,1375286.6666666667,1099065.3333333333,0.0,14370.0,6367.666666666667,1097518.0,1032983.0,785806.3333333334,6765.333333333333,0.0,0.0,354421.0,502185.3333333333,1178757.0,806665.0,439543.3333333333,693590.6666666666,957085.3333333334,944569.6666666666,714231.0,699111.0,724328.3333333334,482466.3333333333
3.755_227.13913,227.13913,3.755,23503.666666666668,14877.0,51109.0,3375557.0,3528689.6666666665,3771387.6666666665,909003.0,762310.3333333334,797086.3333333334,1576921.0,2498055.0,2341478.0,76917.33333333333,47270.0,76750.33333333333,4608813.0,4645958.333333333,3994256.0,1929801.0,1760306.6666666667,1541139.3333333333,3013678.0,1946073.6666666667,2519679.6666666665,16907.333333333332,18217.666666666668,29585.0,3956810.0,3191738.0,4778466.666666667,1610273.3333333333,1571266.3333333333,1296857.6666666667,2104657.0,2460579.6666666665,1731470.3333333333
3.756_369.2005,369.2005,3.756,0.0,0.0,3092.0,1626579.6666666667,1851382.3333333333,1810051.3333333333,10534.333333333334,2633.3333333333335,0.0,2318141.3333333335,2469994.3333333335,2770975.0,0.0,0.0,0.0,1273829.0,2131998.0,1394189.6666666667,0.0,0.0,5204.333333333333,3237157.3333333335,3350613.6666666665,2888840.3333333335,0.0,0.0,0.0,21015.333333333332,0.0,64015.666666666664,0.0,0.0,3439.6666666666665,16870.666666666668,18123.333333333332,11242.333333333334
3.758_737.39539,737.39539,3.758,4357.333333333333,0.0,0.0,146199.66666666666,171515.0,147803.33333333334,0.0,0.0,0.0,225448.0,249997.0,230211.66666666666,0.0,0.0,0.0,156876.0,202356.0,125193.33333333333,0.0,0.0,0.0,362457.3333333333,285824.3333333333,273717.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.759_665.36108,665.36108,3.759,0.0,0.0,3812.6666666666665,217010.0,223435.0,292901.6666666667,2941.0,0.0,7110.0,93608.0,140069.66666666666,103228.0,0.0,0.0,0.0,323051.3333333333,326466.6666666667,262320.0,0.0,0.0,0.0,318269.6666666667,168198.66666666666,242804.66666666666,0.0,0.0,0.0,135555.33333333334,108010.0,193561.33333333334,4821.333333333333,30170.0,16642.333333333332,66904.66666666667,81761.0,38068.333333333336
3.75_197.08952,197.08952,3.75,712002.0,686843.6666666666,482886.0,294051.3333333333,319193.3333333333,380775.0,152743.66666666666,110987.33333333333,99141.33333333333,223278.66666666666,443473.3333333333,476229.6666666667,1478883.6666666667,961057.3333333334,1003220.0,415139.0,399030.0,342465.6666666667,350039.6666666667,310220.3333333333,277747.0,544275.6666666666,293386.6666666667,385853.6666666667,336922.3333333333,585750.6666666666,1122980.3333333333,460706.6666666667,391600.0,828581.3333333334,324535.6666666667,404856.6666666667,274597.6666666667,604929.3333333334,776868.6666666666,410456.0
3.76_282.12378,282.12378,3.76,54831.0,77130.66666666667,49320.666666666664,106635.0,117416.0,134987.0,17396.0,15120.333333333334,35914.333333333336,115583.66666666667,155172.33333333334,163915.0,176931.33333333334,170128.66666666666,200993.66666666666,162452.0,175984.33333333334,169270.33333333334,73911.0,59751.666666666664,44671.0,248036.0,201525.0,212177.66666666666,24371.333333333332,80333.66666666667,197941.0,116857.66666666667,80090.33333333333,173151.33333333334,88054.66666666667,85486.33333333333,57909.0,118040.33333333333,102362.66666666667,66520.66666666667
3.771_650.36206,650.36206,3.771,0.0,0.0,0.0,101502.0,95628.66666666667,91168.66666666667,0.0,0.0,0.0,146164.66666666666,138704.33333333334,149601.33333333334,0.0,0.0,0.0,49523.0,95376.33333333333,44614.333333333336,0.0,0.0,0.0,193592.66666666666,176348.0,157103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.773_871.45117,871.45117,3.773,0.0,0.0,0.0,0.0,0.0,0.0,66281.66666666667,124033.0,125059.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225751.33333333334,277726.0,205549.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.3333333333335,302623.0,302104.0,270420.6666666667,0.0,0.0,0.0
3.774_325.68445,325.68445,3.774,0.0,0.0,0.0,192745.66666666666,203702.0,185330.66666666666,0.0,0.0,0.0,277398.0,234296.66666666666,245360.33333333334,0.0,0.0,4055.0,112297.66666666667,189264.33333333334,123816.33333333333,0.0,0.0,0.0,411077.3333333333,333104.3333333333,299146.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220.6666666666665,0.0
3.783_890.42609,890.42609,3.783,0.0,0.0,0.0,0.0,0.0,0.0,6510.666666666667,0.0,3494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182753.66666666666,198287.0,144197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230359.33333333334,137479.0,119927.66666666667,0.0,0.0,0.0
3.789_362.1123,362.1123,3.789,298299.6666666667,276639.6666666667,241584.0,96646.33333333333,122240.0,131050.33333333333,47580.0,43870.0,35768.0,83654.0,202304.66666666666,173389.33333333334,575526.0,522710.3333333333,431926.3333333333,141142.66666666666,149480.33333333334,126205.33333333333,162270.0,134878.0,86841.33333333333,205417.66666666666,135620.33333333334,179798.0,133404.0,197326.66666666666,389669.0,183490.33333333334,137796.0,298245.0,143243.33333333334,128000.66666666667,109180.0,183593.66666666666,235772.0,142955.33333333334
3.794_487.71436,487.71436,3.794,0.0,0.0,0.0,165705.0,160102.33333333334,102353.66666666667,0.0,0.0,0.0,153100.66666666666,84195.0,106145.0,0.0,0.0,0.0,17951.666666666668,132981.66666666666,91193.33333333333,0.0,0.0,0.0,0.0,59488.0,5228.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.79_254.15958,254.15958,3.79,439348.0,306501.3333333333,245973.66666666666,107129.33333333333,186771.0,143852.0,81769.0,64735.0,76121.66666666667,132396.66666666666,221777.0,195002.33333333334,644814.3333333334,524407.0,512345.6666666667,229728.33333333334,215816.33333333334,174655.33333333334,197850.66666666666,178847.0,115367.0,290025.6666666667,145483.0,257327.0,160592.0,214496.33333333334,331133.6666666667,202919.66666666666,179502.0,281805.6666666667,179688.66666666666,182209.66666666666,120837.33333333333,211512.0,269403.0,186518.33333333334
3.79_321.08508,321.08508,3.79,147591.66666666666,161623.0,98441.33333333333,38710.0,65662.33333333333,71423.0,21132.333333333332,13423.333333333334,13164.0,39424.333333333336,96689.0,94271.66666666667,270248.6666666667,242936.33333333334,246828.66666666666,80034.0,81197.66666666667,50998.666666666664,81680.66666666667,56693.666666666664,42728.0,112215.33333333333,55514.333333333336,99907.66666666667,53846.0,93461.0,209525.66666666666,64950.666666666664,66907.33333333333,127484.66666666667,59954.666666666664,60216.0,44409.666666666664,98879.33333333333,115119.33333333333,81476.66666666667
3.802_417.23416,417.23416,3.802,39985.333333333336,27558.0,21481.0,545726.0,594533.6666666666,662347.6666666666,24645.0,39000.0,16781.333333333332,361779.0,669150.0,533678.6666666666,49975.0,58260.333333333336,41757.333333333336,346943.3333333333,405923.6666666667,288117.3333333333,81215.0,18678.333333333332,59358.333333333336,316313.3333333333,341114.0,434797.6666666667,42673.666666666664,19607.333333333332,63760.333333333336,315225.3333333333,206865.0,402968.6666666667,34170.666666666664,81394.33333333333,14031.333333333334,314914.3333333333,364504.3333333333,265539.6666666667
3.802_716.38336,716.38336,3.802,0.0,0.0,0.0,136835.33333333334,161651.0,140276.33333333334,0.0,0.0,0.0,203643.0,241174.66666666666,205594.66666666666,0.0,0.0,0.0,60589.666666666664,46840.333333333336,47947.666666666664,0.0,0.0,0.0,45062.666666666664,82305.0,71909.33333333333,0.0,0.0,0.0,15257.333333333334,61813.333333333336,65306.0,0.0,0.0,0.0,116506.66666666667,85463.66666666667,79265.66666666667
3.806_264.04434,264.04434,3.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16447.333333333332,3698.3333333333335,0.0,0.0,0.0,3604.6666666666665,3877.6666666666665,0.0,0.0,0.0,0.0,86156.33333333333,73786.66666666667,67633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55161.333333333336,76254.33333333333,43660.333333333336,0.0,0.0,0.0
3.817_305.14969,305.14969,3.817,332448.6666666667,192155.66666666666,143861.33333333334,32406.333333333332,73969.33333333333,69915.66666666667,26390.333333333332,10510.666666666666,10754.0,43574.0,73303.33333333333,80294.66666666667,469873.6666666667,348862.0,412944.0,98009.66666666667,123623.33333333333,87477.66666666667,101043.33333333333,79961.66666666667,47028.333333333336,164762.33333333334,58556.0,126056.33333333333,86453.66666666667,120130.33333333333,284773.3333333333,81174.66666666667,52462.666666666664,136649.66666666666,62801.666666666664,53907.0,53357.0,102117.33333333333,136111.0,57367.333333333336
3.818_626.35095,626.35095,3.818,0.0,0.0,0.0,146062.33333333334,176912.66666666666,200479.33333333334,15888.666666666666,4599.333333333333,3579.6666666666665,46314.0,114451.0,97514.33333333333,0.0,0.0,0.0,271028.6666666667,250024.66666666666,205406.0,43798.666666666664,39315.0,8328.0,151409.66666666666,69372.33333333333,108260.0,0.0,0.0,0.0,232119.33333333334,182417.66666666666,326729.6666666667,40593.333333333336,57064.333333333336,31702.0,88321.66666666667,158537.0,69135.66666666667
3.822_214.086,214.086,3.822,205775.0,129075.66666666667,93974.33333333333,48610.666666666664,98683.0,70119.0,19213.666666666668,28266.666666666668,19373.0,55265.666666666664,119781.33333333333,107422.66666666667,263169.6666666667,289627.3333333333,232097.66666666666,106628.33333333333,94133.66666666667,84980.33333333333,61553.666666666664,51157.333333333336,55137.0,158497.33333333334,77429.66666666667,139190.0,55686.333333333336,101543.33333333333,212158.0,80040.66666666667,63882.666666666664,131914.33333333334,43259.666666666664,48673.0,45326.333333333336,85250.0,111640.33333333333,67599.33333333333
3.822_542.31091,542.31091,3.822,752761.3333333334,271132.6666666667,111011.0,3547.3333333333335,0.0,0.0,10073.666666666666,109397.0,143992.66666666666,0.0,0.0,7990.0,1426815.0,970590.3333333334,1011347.6666666666,3775.0,3819.3333333333335,0.0,166509.66666666666,194037.66666666666,79546.66666666667,14372.333333333334,8264.0,12188.0,429839.6666666667,641967.6666666666,1313526.0,249374.33333333334,326194.6666666667,623941.6666666666,382557.6666666667,349933.6666666667,281409.0,424322.6666666667,815035.0,475650.0
3.823_596.3407,596.3407,3.823,0.0,0.0,0.0,217487.66666666666,218036.0,271794.0,39085.666666666664,82604.33333333333,80392.33333333333,86050.33333333333,133966.0,106169.66666666667,0.0,0.0,0.0,444625.3333333333,556259.6666666666,478198.0,306979.3333333333,256766.0,211760.33333333334,456085.3333333333,200168.0,309046.6666666667,0.0,0.0,0.0,491795.0,334482.6666666667,577845.0,259486.0,299499.6666666667,209416.33333333334,196949.66666666666,212482.66666666666,137383.33333333334
3.824_231.11273,231.11273,3.824,1111604.0,815528.6666666666,552722.0,390949.6666666667,489422.0,480443.3333333333,220325.33333333334,189820.33333333334,169523.0,394712.3333333333,657096.0,532628.3333333334,1345351.6666666667,1092569.6666666667,1230053.3333333333,607752.3333333334,673386.3333333334,561652.3333333334,437979.3333333333,401477.6666666667,331255.6666666667,806208.0,487264.3333333333,681290.6666666666,376241.6666666667,598777.3333333334,952200.3333333334,482582.3333333333,396772.0,672510.3333333334,347598.6666666667,404527.3333333333,297267.6666666667,575402.6666666666,683250.6666666666,474301.6666666667
3.828_638.31421,638.31421,3.828,0.0,0.0,0.0,298076.3333333333,482185.0,438656.6666666667,3023.0,0.0,3821.6666666666665,105912.33333333333,253815.33333333334,268629.3333333333,0.0,0.0,0.0,334556.0,380498.6666666667,351157.3333333333,8058.333333333333,7811.666666666667,6486.333333333333,261969.0,129551.0,200074.66666666666,0.0,0.0,0.0,321242.0,176618.66666666666,235482.66666666666,0.0,3283.0,3059.3333333333335,143392.0,153369.33333333334,97738.0
3.82_378.16592,378.16592,3.82,309574.6666666667,305673.3333333333,112303.0,8826.666666666666,6660.666666666667,0.0,0.0,208701.66666666666,189909.0,0.0,6229.666666666667,2882.6666666666665,641074.6666666666,696715.0,523398.0,7578.0,17760.666666666668,14112.0,482100.6666666667,555873.6666666666,451125.0,10899.666666666666,3300.6666666666665,3846.0,210257.66666666666,261101.0,472617.0,107942.66666666667,108934.66666666667,125825.0,372579.3333333333,426694.6666666667,305926.6666666667,90454.66666666667,126307.66666666667,126276.66666666667
3.835_343.19717,343.19717,3.835,381154.0,269405.6666666667,212766.33333333334,141577.33333333334,147019.0,174378.33333333334,4666.333333333333,58118.666666666664,48740.666666666664,127060.66666666667,251019.33333333334,228008.33333333334,651426.6666666666,606146.3333333334,575204.3333333334,286217.6666666667,280149.6666666667,226878.33333333334,230941.33333333334,173250.0,133134.33333333334,364011.6666666667,210938.33333333334,297926.3333333333,118539.0,189771.66666666666,386889.0,130071.0,74567.33333333333,133639.66666666666,178811.0,146640.0,112878.33333333333,142624.66666666666,167441.66666666666,89237.66666666667
3.842_487.23993,487.23993,3.842,266120.3333333333,155783.0,142954.66666666666,0.0,3399.0,11052.666666666666,100412.33333333333,63259.666666666664,65553.0,3282.6666666666665,6490.333333333333,13034.0,339910.0,296362.6666666667,289810.0,11685.333333333334,8027.333333333333,7609.666666666667,358797.6666666667,326992.0,215150.0,7533.666666666667,7752.0,0.0,64169.0,135168.0,241539.33333333334,315710.3333333333,252581.66666666666,428876.0,217538.33333333334,198727.0,184042.0,355590.6666666667,407499.6666666667,294881.3333333333
3.844_947.44769,947.44769,3.844,0.0,0.0,0.0,0.0,0.0,0.0,141362.33333333334,142126.0,158620.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143936.66666666666,216732.0,146758.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44481.666666666664,224748.66666666666,336109.0,268596.6666666667,0.0,0.0,0.0
3.853_588.28754,588.28754,3.853,5310.666666666667,0.0,0.0,180841.33333333334,234909.0,282703.3333333333,0.0,0.0,2836.6666666666665,280112.3333333333,518069.6666666667,499136.3333333333,4594.666666666667,4279.666666666667,4786.333333333333,272975.3333333333,256401.0,169521.33333333334,0.0,0.0,0.0,191521.0,149709.33333333334,179722.66666666666,0.0,3409.3333333333335,3643.6666666666665,199328.66666666666,94592.66666666667,116999.0,0.0,0.0,0.0,246352.33333333334,216039.0,135104.0
3.854_197.08966,197.08966,3.854,436042.6666666667,329059.3333333333,223865.33333333334,131300.0,113993.66666666667,138086.0,74458.33333333333,58501.666666666664,58563.333333333336,142993.0,199422.66666666666,173893.66666666666,575167.3333333334,518961.6666666667,501431.3333333333,173601.66666666666,177961.0,126072.33333333333,156447.33333333334,136399.0,104954.0,247527.66666666666,130324.0,166579.0,158975.66666666666,276863.0,606359.3333333334,214199.33333333334,182252.0,313070.3333333333,151766.66666666666,174090.66666666666,140982.0,262268.6666666667,322754.6666666667,236736.0
3.855_263.13907,263.13907,3.855,1902195.6666666667,1416773.0,1102407.6666666667,100609.66666666667,84985.66666666667,111035.0,36548.666666666664,146623.33333333334,168618.33333333334,45250.333333333336,178796.33333333334,138319.66666666666,2383267.0,1888427.0,1896370.0,184980.0,166404.33333333334,91108.33333333333,211185.0,191917.33333333334,160777.66666666666,170713.66666666666,70692.33333333333,120178.0,703892.0,1125328.6666666667,1654668.0,193235.66666666666,139141.33333333334,257541.33333333334,174866.33333333334,184517.33333333334,188702.66666666666,184386.0,390286.6666666667,172709.0
3.855_684.39307,684.39307,3.855,0.0,5150.666666666667,0.0,102756.66666666667,103926.33333333333,101544.66666666667,0.0,0.0,0.0,140791.0,153203.66666666666,190017.66666666666,5431.0,7867.333333333333,7898.333333333333,38672.0,45073.0,47571.666666666664,0.0,0.0,0.0,65034.666666666664,81131.66666666667,53412.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.857_739.84955,739.84955,3.857,0.0,0.0,0.0,0.0,0.0,0.0,206231.33333333334,142220.33333333334,107908.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,7189.333333333333,0.0,3465.6666666666665,223299.33333333334,248495.0,174010.33333333334,4202.666666666667,2982.0,0.0,0.0,0.0,3440.0,1376889.6666666667,1151168.3333333333,1857445.6666666667,226404.0,351536.6666666667,231145.0,636489.0,806165.3333333334,530301.0
3.863_169.07597,169.07597,3.863,3541854.0,3249067.3333333335,2802558.3333333335,9035818.666666666,10260926.333333334,10479760.333333334,1651866.6666666667,5559750.0,5972117.666666667,8103382.0,10143717.333333334,11024996.666666666,5471016.333333333,4628429.666666667,6326010.333333333,13036403.666666666,12956184.0,12078571.0,8084822.0,6919998.666666667,6717092.0,10653544.666666666,8706704.666666666,11110145.666666666,2229489.0,3204662.0,7069059.0,5639240.666666667,4328884.333333333,7518663.0,8311848.333333333,6999858.0,6235866.666666667,4386309.333333333,7307021.0,3782456.6666666665
3.865_425.27539,425.27539,3.865,812305.0,535752.0,270449.0,7710.666666666667,8719.666666666666,17147.0,16525.666666666668,21129.666666666668,21064.333333333332,0.0,16203.666666666666,17135.333333333332,1143369.3333333333,943960.6666666666,853953.0,140126.66666666666,204945.33333333334,140521.0,261768.0,223189.66666666666,138895.33333333334,364590.6666666667,149554.66666666666,242940.33333333334,209950.33333333334,438794.0,807044.3333333334,306555.0,267713.3333333333,506697.3333333333,184959.33333333334,208555.0,160208.0,281326.6666666667,396670.3333333333,319833.6666666667
3.871_308.16046,308.16046,3.871,329300.0,300674.3333333333,201013.33333333334,0.0,3112.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449813.0,431896.0,413576.0,0.0,0.0,0.0,0.0,0.0,3724.0,4028.6666666666665,0.0,0.0,87259.66666666667,194518.0,349711.3333333333,0.0,0.0,3204.0,7165.0,0.0,0.0,0.0,0.0,0.0
3.872_275.13873,275.13873,3.872,601676.0,497259.3333333333,423677.6666666667,168709.33333333334,148318.66666666666,199542.66666666666,75548.0,54013.333333333336,43501.333333333336,115844.66666666667,275504.6666666667,250929.0,637498.6666666666,624977.3333333334,807895.6666666666,217804.0,227040.66666666666,217016.66666666666,160969.0,151283.66666666666,127532.66666666667,308112.3333333333,150515.66666666666,258044.33333333334,123687.33333333333,213535.0,403739.3333333333,194595.33333333334,130976.33333333333,206248.66666666666,111482.66666666667,107312.33333333333,71449.33333333333,154868.33333333334,240268.0,153894.33333333334
